5.794759393313211203e+07,5.006754760310157388e+07,5.796278701602359116e+07,3.281097046789384633e+07,4.546663022621398419e+07,3.152523767574765533e+07,5.113930249101388454e+07
8.528377385661108792e+07,7.888190040018008649e+07,8.034706830740630627e+07,5.884247494642928988e+07,7.194057917898994684e+07,7.358671164579997957e+07,7.507871468754518032e+07
6.418752169785363972e+07,5.626008936312264204e+07,6.280609880313418806e+07,3.717850818587972969e+07,4.984718450851653516e+07,4.957923463914683461e+07,5.550760757115135342e+07
7.986283842893001437e+07,7.233599642848798633e+07,7.884103261272358894e+07,5.426317590213746578e+07,6.696454664970481396e+07,6.603966411321924627e+07,7.264742201844726503e+07
7.994792462213677168e+07,7.220548255346237123e+07,7.708633651328989863e+07,5.394232698695956171e+07,6.579563905724519491e+07,6.857703036661025882e+07,7.211213334018816054e+07
5.926095806684954464e+07,5.177716563116385043e+07,5.934179301490068436e+07,3.307232396205308661e+07,4.654932385745288432e+07,3.529986243332383037e+07,5.242688927880425751e+07
5.890327285439366102e+07,4.693583588114866614e+07,5.874148151495856792e+07,3.488152312121482193e+07,4.689453747233009338e+07,4.468191215960461646e+07,5.205334441482749581e+07
8.379206328283631802e+07,7.750110739190581441e+07,8.375218701014754176e+07,5.846669444727956504e+07,7.127611175514842570e+07,6.472693107243230939e+07,7.643737772102537751e+07
6.689135419575141370e+07,5.982411739987560362e+07,6.642062263615978509e+07,3.835965862046293914e+07,5.395746199795258045e+07,5.456616202025543153e+07,5.928373967463400215e+07
6.768837269465452433e+07,5.879125544917204231e+07,6.752160772290442884e+07,4.360811101822280139e+07,5.553357988180729747e+07,5.166487995834872127e+07,6.067330253485845029e+07
7.351951194969329238e+07,6.586662202106494457e+07,7.143698637094855309e+07,4.591211015747441351e+07,5.826660988016674668e+07,5.955592028161184490e+07,6.309879871330718696e+07
7.293942160508212447e+07,6.349875649865199625e+07,7.221767224520944059e+07,4.825022394869372249e+07,6.044337446157470345e+07,6.174649305114914477e+07,6.557158015845323354e+07
8.013568646978443861e+07,7.643239919663381577e+07,7.691365157215923071e+07,5.480486883718800545e+07,6.719631799790263176e+07,6.934590398114693165e+07,7.197662326620551944e+07
9.185361275617589056e+07,8.333630691889715195e+07,8.665602429662536085e+07,6.362140751484126598e+07,7.777485416209091246e+07,6.004943800129769742e+07,8.157818359244453907e+07
7.414179730266623199e+07,6.429170968111844361e+07,7.210589303554627299e+07,4.532544138616977632e+07,5.849733376922557503e+07,4.152569843809407949e+07,6.491909872904309630e+07
7.882039794391262531e+07,6.903767173944461346e+07,7.663248723753057420e+07,5.067862795936587453e+07,6.467660750354333222e+07,4.622306778939401358e+07,7.041205841890080273e+07
8.320746076644402742e+07,7.300136492184174061e+07,7.952326699796086550e+07,5.469570161254243553e+07,6.791067894495487213e+07,5.043444338791347295e+07,7.451583594102399051e+07
4.650065705185787380e+07,3.665704130522620678e+07,4.470897973044672608e+07,1.809782046323873848e+07,3.221699169250015542e+07,1.371512248694586381e+07,3.803442866101279855e+07
5.781863593398420513e+07,4.424317082171532512e+07,5.634216331721372902e+07,3.047992860825558007e+07,4.404654805095782876e+07,2.520283547972059250e+07,4.973286621957638860e+07
6.942380455349159241e+07,5.952457515211530030e+07,6.770337566721314192e+07,4.215808510515063256e+07,5.537188889093663543e+07,3.704752398805050552e+07,6.105557322990101576e+07
6.744807542145934701e+07,5.804260971473447978e+07,6.605650177030136436e+07,3.685225477075573802e+07,5.363733621889428794e+07,3.571395475820849836e+07,5.918720446751378477e+07
6.509831090945030749e+07,5.434829198274090886e+07,6.336132593057949096e+07,3.756203865104553849e+07,5.100254070395866036e+07,3.254410931640464813e+07,5.671300170474946499e+07
8.592163185207162797e+07,7.629020677861383557e+07,8.345941403926721215e+07,5.671483319444191456e+07,6.971659561477047205e+07,5.362390783971924335e+07,7.537489115613569319e+07
7.641137161495706439e+07,6.486437893782293797e+07,7.461524445401121676e+07,4.868280885094182193e+07,6.230941709546264261e+07,4.376819009416043758e+07,6.810088008099684119e+07
8.496689324143722653e+07,7.890007464141535759e+07,8.099312214493018389e+07,5.703415861771618575e+07,7.084631846075823903e+07,5.293661688010289520e+07,7.616653118217904866e+07
1.055809356987399459e+08,9.856204495083934069e+07,9.991995839933797717e+07,7.609203447850084305e+07,9.065301953123514354e+07,8.630816969011583924e+07,9.476543678649578989e+07
1.183633225300738215e+08,1.109699776972054243e+08,1.125746970172558129e+08,8.868888605712810159e+07,1.041684927634531707e+08,9.624057297449885309e+07,1.079151311012878716e+08
1.193656244035184085e+08,1.121803186810431182e+08,1.125660719209147692e+08,8.874035438847067952e+07,1.040881801849448383e+08,9.860227572229436040e+07,1.086152684286694378e+08
9.088818152179431915e+07,8.275491587028470635e+07,8.556114586251306534e+07,6.176967035303857923e+07,7.643603990299816430e+07,6.265571914862233400e+07,8.040444304857656360e+07
9.876414193208670616e+07,8.572506078514641523e+07,9.424677315917438269e+07,7.098670403151705861e+07,8.582620750680676103e+07,7.586871225053808093e+07,8.920778415749031305e+07
1.064315434483072609e+08,9.886847615205539763e+07,1.010584285970250964e+08,7.898356688737846911e+07,9.231480171272468567e+07,8.575203749723625183e+07,9.569607699952986836e+07
1.018421533673451245e+08,9.524185753616432846e+07,9.652501609375071526e+07,6.993626221033692360e+07,8.762660129661440849e+07,8.401375502789565921e+07,9.086271007461316884e+07
1.062344640819191635e+08,9.619878452461452782e+07,1.014678167807151824e+08,7.875491008959537745e+07,9.296367308354540169e+07,8.247431181252342463e+07,9.634630696442793310e+07
1.063654479883160889e+08,1.001305428836885542e+08,1.005292840299269557e+08,7.741122332583299279e+07,9.071767129551628232e+07,8.859310638331009448e+07,9.519036021695995331e+07
1.138148030195390582e+08,1.034420146353637874e+08,1.093265099914353788e+08,8.487789715173204243e+07,1.006506382332519293e+08,9.311825424330015481e+07,1.039649232129006833e+08
1.117150930792888254e+08,1.072918274645725638e+08,1.073291013801140636e+08,8.211402983861139417e+07,9.801235582204648852e+07,9.144664222198274732e+07,1.017403361723026037e+08
1.007794811974686682e+08,9.179826056937670708e+07,9.823827635365071893e+07,7.090231087744186819e+07,8.514564500384360552e+07,7.795179087252935767e+07,9.156557715864454210e+07
1.014974286617503464e+08,9.277995795085650682e+07,9.729106951694943011e+07,7.132306625368385017e+07,8.505124328448385000e+07,8.065524265816298127e+07,9.199135611162127554e+07
7.332597924149936438e+07,6.373176637530186027e+07,7.121995260910318792e+07,4.372153706517536938e+07,5.738365061740392447e+07,4.423254344396362454e+07,6.399838345228487998e+07
8.002514148993285000e+07,6.645741943000392616e+07,7.843243023966443539e+07,5.161894756568493694e+07,6.533147254186517000e+07,5.668094557483652234e+07,7.124319220428071916e+07
8.883894388568376005e+07,7.969712707580809295e+07,8.675345106051367521e+07,6.093745301039001346e+07,7.326238300862795115e+07,6.723822561786377430e+07,7.935647806424717605e+07
