7.452119276508808136e+07,9.687772436904719472e+07,8.800590845411071181e+07,7.587785620039916039e+07,8.333584932817545533e+07,6.892070978533311188e+07,9.566049062695550919e+07
1.011748293101173341e+08,1.143985343085140586e+08,1.051737558843044341e+08,9.633514946097597480e+07,1.004590979446204007e+08,1.020656089282257408e+08,1.124834285037211776e+08
7.745312227583412826e+07,9.027401337268884480e+07,7.951910079540830851e+07,7.256844896771280468e+07,7.680852048828019202e+07,7.870243581083305180e+07,9.047158312947082520e+07
7.564341278145188093e+07,8.868818905335471034e+07,7.953841079503178596e+07,7.077353585266780853e+07,7.475716441621708870e+07,7.661994022344723344e+07,8.852183269098636508e+07
7.073687161803889275e+07,8.182309802853742242e+07,7.670713399033609033e+07,6.247236057552440464e+07,7.249649115775260329e+07,7.400575186031517386e+07,8.615557925309064984e+07
9.787205807917261124e+07,1.117216954773319215e+08,1.013590223672571778e+08,9.303328926868925989e+07,9.635375801432022452e+07,9.897880677297432721e+07,1.102498764505421668e+08
9.774136013866017759e+07,1.104369489034548551e+08,1.015485034756485373e+08,9.282478371640601754e+07,9.658300981118185818e+07,9.884796905495859683e+07,1.108411011781300306e+08
6.662987916934306920e+07,7.979527964998662472e+07,7.363855592768111825e+07,5.958274324082854390e+07,6.944732290385471284e+07,7.082561999058756232e+07,8.306598313469055295e+07
7.322646316392000020e+07,8.636033825760713220e+07,7.722603389075449109e+07,6.835186980250529945e+07,7.237743484140612185e+07,7.406488332395236194e+07,8.457765518545147777e+07
8.459006974304279685e+07,9.759743802425134182e+07,8.867379957069383562e+07,7.964064309342522919e+07,7.401176821170118451e+07,8.538802227677431703e+07,9.757479852228099108e+07
8.083981153296740353e+07,9.428790486411064863e+07,8.536877114133815467e+07,7.624744729654625058e+07,8.086133014028713107e+07,8.250355538474400342e+07,9.439696270227438211e+07
8.331310335967895389e+07,9.645922331826181710e+07,8.740713300795260072e+07,7.845856573065277934e+07,8.264354035686501861e+07,8.395893102153986692e+07,9.576595642349091172e+07
6.971526735865239799e+07,8.006868695925079286e+07,7.525777381994143128e+07,6.384005270248843729e+07,7.116335045876045525e+07,7.280729258377152681e+07,8.483832561116743088e+07
1.024479433767070025e+08,1.250473841004690528e+08,1.162184482906555086e+08,1.038924743131731302e+08,1.113287237606950849e+08,9.668690867855769396e+07,1.223299292797892988e+08
7.870090921168436110e+07,1.009693855522316098e+08,9.061213975296376646e+07,8.011482434572814405e+07,8.765781648863360286e+07,7.311106818781578541e+07,1.000937841792059839e+08
7.679003170542173088e+07,9.926588530281907320e+07,9.055545649782031775e+07,7.820818126129132509e+07,8.550851610511973500e+07,7.107124955438001454e+07,9.812309018538698554e+07
7.202149068833920360e+07,9.230677832055640221e+07,8.749109355795449018e+07,6.997027122152972221e+07,8.299632076901906729e+07,6.865346834850309789e+07,9.550493907221445441e+07
9.989022087697753310e+07,1.232369814113126993e+08,1.128900567476233095e+08,1.013663607809983492e+08,1.080590856724821031e+08,9.422739874699485302e+07,1.207533030235098898e+08
9.910402265906424820e+07,1.211813076070669591e+08,1.125873958075985909e+08,1.004771626602947563e+08,1.074592907283647060e+08,9.348645923261913657e+07,1.204471656796510518e+08
